"Corpus","Type","Text.ID","Author.ID","L1","content"
"CZECH-IT","email","I024","L005","slk","Scusi, ma non posso venire a scuola oggi e domani, perchè sono malata e ho la febbre"
"CZECH-IT","email","I025","L005","slk","Scusarmi ma domani non posso venire per lezione ""Italština v písni"" perchè io devo andare dal medico"
"CZECH-IT","email","I026","L005","slk","Scusarmi, ma io non posso venire questa settimana, perché sono malata."
"CZECH-IT","survey-message","I076","L040","slk","Ho iniziato a studiare l'italiano perché mi piace la lingua"
"CZECH-IT","survey-message","I090","L061","slk","amo l´italiano"
"CZECH-IT","survey-message","I096","L067","slk","Per la curiosita e per poter parlare con gli uomini italiani"
"CZECH-IT","survey-message","I102","L080","slk","perche e una bella lingua"
"CZECH-IT","survey-message","I110","L005","slk","Si dice che la vita di studio è senza problemi e obblighi e così via. Penso che a volte anche la vita di uno studente è molto stressante e impegnativo e non solo nel periodo di esame. Se una persona sta studiando ogni giorno, a volte dalla mattina alla sera, è abbastanza faticoso. Per me personalmente è il momento migliore per concentrarsi al mattino circa 10, o 2 ore dopo pranzo. Non deve essere né troppo presto né troppo tardi la sera. Secondo me sono le migliori tecniche di ricordare le informazioni come un'interessante presentazione, che si può ancora vedere lo studente a casa, o in quali materiali non sono implicati qui. Sempre è anche un tipo di altoparlante."
"CZECH-IT","survey-message","I111","L005","slk","La mia ultima vacanza era in estate quando sono con i miei amici e il mio ragazzo siamo andati a sud della Croazia, per la città Omiš. La nostra vacanza è durato solo 3 giorni, ed ecco perché abbiamo cercato di sfruttare il tempo e fare tutto da fare in vacanza ha. Il mare era molto bella e pulita, e un giorno è stato molto burrascoso. La città Omiš è molto bello, soprattutto i più anziani downtown offre il giusto tocco per le vacanze. Abbiamo anche visitato il bellissimo porto città di Trogir, dove si possono vedere navi, quello che sembrava."
"CZECH-IT","survey-message","I112","L005","slk","In primo luogo, preparare una miscela di carne, cipolle e pomodori. Poi prepareremo la besciamella, la salsa di formaggio. Fette di lasagne abbiamo messo in acqua calda prima e quindi abbiamo strato: lasagne, miscela e la salsa in una teglia. Per cominciare, dovrebbe essere un misto di carne e l'ultimo strato dovrebbe essere la salsa. Quindi, si possono cuocere le lasagne e dopo circa 25 minuti, ad esempio, sono stati preparati per il pranzo. Adoro le lasagne, sto preparando a casa con un amico, di solito per la cena. Nel ristorante, ho avuto solo una versione vegetariana, ma erano molto buone."
"CZECH-IT","survey-message","I143","L040","slk","Lo mio studio della lingua italiana all´universitá é per me sempre piú di ficile. Per lo mio devo molto concentrarmi. Periodo per il mio studio e solamente sera, perché mattina lavoro.Non ho molte ""tecniche"" per ricordarsi le informazioni, io devo parlare cose ad alta voce e dirmi le informazioni piú volte. La gramatica devo purtroppo capire piú in fondo.Sempre peró penso che parlare lítaliano é una risorsa per crescita dal punto di vista umano, culturale e anche professionale."
"CZECH-IT","survey-message","I144","L040","slk","La mia ultima vacanza é stata in Sardegna a Costa Rei. Dopo tre anni ho tornato a casa di mia amica vicino al mare. Ci sono stata solo 7 giorni con le mie amiche di Repubblica Slovacca. Ho trovato qui la gente che ho conosciuta di prima. Sono stati sete giorni di riposo sulla spiaggia e ci ho di nuovo potevo vedere le amiche di Sardegna.Spero di tornare presto... Sardegna é un´isola magnifica con i suoi tradizioni, cultura e naturalmente bellisssimo mare, che é chiamato anche i Caraibi del Mediteraneo."
"CZECH-IT","survey-message","I145","L040","slk","La mia ricetta preferita é il tiramisú, Questa ricetta ho della mia amicha di Sardegna. Mi  piacono i dolci, sono prioprio innamorata di tiramisú...  Poi tiramisú non é molto ficile, penso, che puó fare ogniuno di noi che vuole. Ho provato cucinare anche a casa mia. É piaciuto molto.In Repubblica Ceca é questo dolce molto conosciuto, ma mio ricetta é unico, é della mia cara amica."
"CZECH-IT","survey-message","I149","L049","slk","Purtroppo ho una memoria molto scarsa, allora lo studio a volte può diventare faticoso pe rme. Per ricordarmi le informazioni uso sempre il metodo di evidenziare graficamente le parti importanti, cioè in un file PDF uso la marcatezza colorata. Se invece si tratta di un libro in carta, amo usare i bigliettini colorati che si attacano alla carta, li metto ai bordi della pagina, in modo che posso vedere anche quando il libro è chiuso, dove ho fatto una marcatura di importanza. Questa tecnica è molto diversa ad esempio dell'uso della mattita per sottolineare le righe, che per me ha poco senso, perhcè comunque non si capisce in che pagina erano le informazioni importanti. Devo ammettere che molto spesso faccio fatica a concentrarmi. Ho sempre avuto questo problema, riesco a concentrarmi solo in caso quando si tratta di una materia che mi appassiona. Altrimenti sono abbastanza distratta. Ho capito con esperienza che paradossalmente riesco a studiare megio quando sono stanca, probabilmente è perchè non ho più energia per occuparmi di più cose contemporaneamente, allora non posso essere distratta e in questo caso riesco a concentrarmi sullo studio."
"CZECH-IT","survey-message","I150","L049","slk","L'estate scorsa sono stat in una piccola vacanza nella campagna fiorentina. Ho passato quattro bellissime giornate in un agroturismo circondato dai pini. Credo che la Toscana è un posto addatto sia per chi ama la cultura, sia per chi ama la natura. Ho visto molti belli posti a Firenze, ma devo dire che la cosa che mi è rimasta nella memoria è la passeggiata sul cavallo. Sono andata a cavallo nei boschi, ho fatto una passeggiata tra le vigne di Chianti con il tramnotno del sole, è stata una esperienza indimenticabile sopratutto perchè per me è stata la prima volta ad andare sul cavallo. Sono stata fortunata perchè mi hanno dato un cavallo molto tranquillo, l'unico problema era che si fermava ogni due minuti a manguarsi un po di more oppure di erba. Era un cavallo bianco con la macchie scure. Si chiamava Zebrino."
"CZECH-IT","survey-message","I151","L049","slk","E oramai da due anni che preparo un dolce chiamato „banana sushi“. Si tratta di una ricetta semplicissima e che di solito piace a tutti. Si fa con pochi ingredienti e in pochi minuti. Servono le banane, il burro di aracchidi e il cacao amaro. La preparazione è la seguente: Pelare le banane, le tagliare a piccholi cerchietti (di spessore di un sushi classico), fare un buco in mezzo a ogni pezzo di banana (viene usato uno strumento a posta per fare i buchi nelle verdure), farcire ogni pezzo di banana con il burro di aracchidi e bagnare nel cacao in modo che sia uniformemente distribuito sulla superficie della banana. Gli avanzi della banana non buttiamo,  si possono usare per un'altro dolce oppure si mangiano mentre si cucina. Per decorare si può usare una spolverata di farina di cocco che si combina anche bene come gusto. Questo dolce possono preparare tranquilamente anche i bambini, è divertente e anche abbastanza leggero,  senza i zuccheri aggiunti, è vegano, adatto per chi fa la dieta senza glutine. E molto più buono se si riposa qualche ora nel frigorifero."
"CZECH-IT","survey-message","I166","L061","slk","Per lo studio preferisco la serata quando tutto si calma e posso lavorare. La musica mi fornisce un grande aiuto. Scrivo appunti su vari fogli, ripeto ad alta voce oppure faccio uno schema e provo a memorizzarlo e ricordarlo. Per ripetere le cose cammino."
"CZECH-IT","survey-message","I175","L061","slk","A settembre sono stata in vacanza con i miei genitori nella Reppublica Ceca. Abbiamo visitato vari posti nella Moravia. Tra questi c´erano i castelli e le cittá storiche. Consiglio Kromneriž per la sua bellezza culturale ma anche per il parco con animali che non é un fatto tipico nelle cittá. Ě possibile salire sulla torre del palazzo e la vista da lí é maglifica. Anche Bouzov, il castello fiabesco é amato dai turisti."
"CZECH-IT","survey-message","I184","L061","slk","Mi piacciono i dessert facili e preparati in breve tempo. Pochi giorni fa ho fatto un dolce, non é affatto complicato. Basta solo lasciarlo nel frigo e il giorno dopo é buonissimo. Ci servono i biscotti Piškóta, panna acida, mascarpone, zucchero e qualche tipo di frutta (uso sterilizzata oppure surgelata). Si fanno vari piani di biscotto, crema e frutta. Un ritocco di cioccolata sopra e il dolce é preparato. Buon appettito!"
"CZECH-IT","survey-message","I192","L049","slk","Secondo me, il rapporto tra lo studente e l'insegnante è determinato anche culturalmente. Ho esperienza con diversi approcci da parte dall'insegnante in diversi paesi di Europa. Non si può dire quale sia un rapporto ideale, sono abitudini diversi, comunque in generale ritengo che questo rapporto dovrebbe essere amichevole, rilassante, ma nello stesso tempo non dovrebbe oltrepassare una certa frontiera di professionalità. Ad esempio mi piace prendere una birra col mio insegnante e chiacchierare un po', però non parlo mai di cose troppo personali anche se in un ambiente rilassante come in una birreria. Non ho delle preferenze sull' uso del Tu/Lei, questo dipende molto anche dall'età dell'insegnante e dalla sua personalità: non tutti si sentono al suo agio di darsi del Tu con gli studenti e se lo fanno, risulta innaturale. Potrebbe essere ugualmente piacevole darsi del Lei sia che del Tu."
"CZECH-IT","survey-message","I195","L040","slk","Secondo me non si può scrivere di un rapporto ideale tra l'insegnante e lo studente. Sicuramente deve essere un rapporto umano. Non mi piacciono l'insegnanti inaccessibili, piú preferisco l'insegnante più umani e qualche volta essere in grado di ridere così tante volte alleva l'insegnante l'argomento già difficile.  Gli orari consultazione come da noi all'università sono ideale, a fine ci facciamo d'accordo insieme con l'insegnante perché chi lavora e anche fa la scuola non può tante volte arrivare agli orari consultazione adatti. Buone sono anche consultazione con email, che fanno molti insegnanti. La valutazione dei test è secondo me a posto. Non ho nessuna osservazione, magari mi piacerebbe fare dopo il test consultazione alla lezione del test, dove parliamo tutti insieme di sbagli, che abbiamo fatto."
"CZECH-IT","survey-message","I203","L049","slk","Durante i miei studi della filologia francese ho incontrato problemi di ambientamento. Non mi piaceva il sistema dell'insegnamento e l'approccio di alcuni insegnanti. Non era per niente stimolante e il mio francese ha peggiorato parecchio. Infatti ho deciso di lasciare questi studi. Sono cosciente del fatto che questa impressione non era generalmente condivisa, molti di miei compagni di classe erano contenti e hanno anche deciso di continuare con gli studi. In realtà, i docenti erano amichevoli ed avevano poche esigenze dalla parte degli studenti: era per questo che i miei compagni di classe si trovavano bene. Io invece ritengo che un docente dovrebbe anche stimolare e avere richieste dai suoi studenti."
"CZECH-IT","survey-message","I206","L040","slk","Mi dispiace o per fortuna, non ho incontrato particolari problemi all'università."
"CZECH-IT","survey-message","I214","L049","slk","Credo che riuscire ad ottenere un' interazione da parte degli studenti è un lavoro piuttosto difficile per un docente. Nello stesso tempo penso che è un'elemento inevitabile per una lezione riuscita. Se gli studenti si sentono coinvolti, rispondono alle domande oppure le fanno loro, non possono annoiarsi. Io rispondo molto spesso alle domande dal docente che non mi ispirano oppure interagisco anche se non mi interessa l'argomento solo per non addormentarmi. Attraverso interazione il docente capisce se gli studenti stanno seguendo, capisce se parla troppo veloce oppure se dice le cose troppo banali e di conseguenza può cambiare il ritmo della sua lezione. Dall' altra parte, l'interazione è molto utile anche per gli studenti, perchè così non perdono attenzione e praticano anche la loro espressione orale."
"CZECH-IT","survey-message","I217","L040","slk","Io penso che comprensibilità da parte del docente deve essere sempre buona,magari è meglio preparare esempi concreti e specifici per la lezione, che studente capisce poi meglio. Questo è anche proprio bene collegato con l'attenzione. Un docente può mantenere l'attenzione anche con le discussioni con studenti.
Su alcune lezioni possono docenti usare giochi, per esempio le lezioni degli esercizi di comunicazione. Ho vissuto la lezione del genere, prima grammatica, spiegazioni, esempi e poi a fine gioco di pratica del vocabolario. Devo dire che questo era per me una lezione perfetta."
"CZECH-IT","text-message","I221","L049","slk","Infatti! Dovresti imparare lo slovacco invece di ceco"
"CZECH-IT","text-message","I222","L049","slk","Io tra 20 minuti andrei a casa perché tanto c’è nessuno qua almeno preparo le cose per stasera"
"CZECH-IT","survey-message","I223","L028","slk","Ho cominciato a studiare l´italiano quando era considerato ancora una lingua un po´esotica dalle nostre parti. Siccome mi piaceva molto, dopo il liceo ho deciso di continuare a studiarlo all´universitá. Tuttora mi piace il suo suono, anche se non riesco a mimare tutta la sua beltá."
"CZECH-IT","survey-message","I228","L015","slk","Ho cominciato a studiare l´italiano dopo aver trasscorso a Roma quasi un anno (prima non parlavo l´italiano per niente). Questo soggiorno mi ha motivato di studiare la lingua anche all´universita, perche non ho mai fatto il corso d´italiano prima. E poi c´erano anche gli amici italiani che mi hanno motivato di approfondire la conoscenza della lingua studiandola."
"CZECH-IT","survey-message","I229","L057","slk","Ho cominciato a studiare la lingua italiana perché su liceo abbiamo avuto una profesoressa italiana migliore. Mi é piacciuto dal primo momento l´italiano. A me piace anche il paese. Sono stata qui circa 6 volte. Io ci ho sentito benissimo. Adesso ho anche amici in Italia. Mi piace anche studiare al´universitá l´italiano. Voglio andare anche su erazmus l´anno prossimo."
"CZECH-IT","survey-message","I230","L058","slk","Ho cominciato studiarlo al liceo, mi é piacuta molto questa lingua, sopratutto quando ho sentito quell´accento e anche mi piace la cucina e la vita italiana."
"CZECH-IT","survey-message","I231","L074","slk","Al liceo dovevo scegliere una seconda lingua e l'italiano mi sembrava una lingua del suono dolce. Pian piano mi sono innamorata dell'italiano e ho capito che mi avrebbe permesso di capire meglio anche la cultura italiana che è un vero tesoro europeo."
"CZECH-IT","survey-message","I232","L016","slk","Inizio studio perche sono stata due scelte tedesco oppure l´italiano. Ho scelto L ´ítaliano ma non lo so perche. Pero mi piace questo linguaggio e mio l´amore. Mio motivazione sono miei amici a anche bella storia dell´ Italia. Oltre a l´arte mi piace anche musica italiana come Emma Marrone e Zucchero. Preferiche anche il film come La vita e bella."
"CZECH-IT","survey-message","I233","L059","slk","Mi piace molto la cucina italiana, come si suona questa lingua."
"CZECH-IT","survey-message","I234","L071","slk","Ho cominciato studiare l'italiano perché secondo me l'italiano é una delle piú belle lingue nel mondo. Nel liceo ho avuto l'italiano come lingua secondaria che mi é piacuto sempre piú, cosi dopo il liceo ho voluto sapere piú dalla questa lingua, cosí ho cominciato studiare l'italiano anche nella universitá. Anche Italia come paese con la sua cultura é bellissima."
"CZECH-IT","survey-message","I235","L072","slk","Ho cominciato studiare l'italiano perché mi piace l'Italia come il paese ma anche la lingua é molto bella. Anche mi piace la cultura italiana, monumenti storici che sono molto interessanti. Ho studiato questa lingua nel liceo e dopo liceo ho cominciato studiare questa lingua nella universitá."
"CZECH-IT","survey-message","I236","L069","slk","Ho cominciato a studiare l'italiano, perché non ho saputo, dove ad andare dopo la scuola media e non ho voluto continuare negli studi della matematica e dell'informatica. Adesso per me le motivazioni più importanti sono di conoscere questa lingua mia preferita, di parlare in Italia, di conoscere la cultura e la gente italiana e, spero, qualche volta di trovare un lavoro, dove userò l'italiano. Molte grazie alla mia insegnatne a scuola media, che mi ha aiutato con il scelto dell'università."
"CZECH-IT","survey-message","I237","L070","slk","Ho cominciato a studiare italiano perche questa lingua mi piace molto e secondo me é una delle piú belle lingue. Anche mi interessa la cultura italiana che é molto ricca. Mi interessava questa lingua in liceo e per questo motivo studio la lingua italiana sei anni."
"CZECH-IT","survey-message","I238","L073","slk","Ho cominciato a studiare l'italiano cinque anni fa. Conoscevo già qualche parola, siccome da piccola andavo spesso in Italia in vacanza (in Veneto, in Romagna). La lingua italiana mi è sempre piaciuta, è molto melodiosa, poi con l'accento romagnolo suona ancora meglio. Nel periodo in cui ho iniziato a studiare l'italiano, avevo incontrato qualche italiano qui a Nitra ed avevo scoperto che la loro compagnia era molto piacevole. Così ho deciso di imparare sta lingua, così avrei potuto parlare con loro direttamente senza problemi e muovermi da sola in Italia. Ho preso un libro ed in due mesi ho imparato la grammatica di base, aggiungendo pian piano tutto il resto delle informazioni e perfezionando sempre di più (per dopo aver vissuto in Italia per un anno e mezzo). A me personalmente piace molto la mentalità italiana che è molto aperta (ovviamente, dipende sempre dalla ragione), gli italiani sanno vivere molto meglio rispetto agli slovacchi (sanno divertirsi), sanno dare il feedback, parlando con le persone ecc."
"CZECH-IT","survey-message","I240","L028","slk","Parliamo dunque della frittata. Ma quella ben fatta. Quella che oltre le uova vuole pure un po´di verdura. Ci vogliono dei funghi (piú aromatici, meglio é), l´olio di girasole e un pizzico si sale e pepe. Ottima nelle mattinate lunghe d´inverno."
"CZECH-IT","survey-message","I245","L015","slk","pizza congelata :D ... mi piace di preparare qualche carne con l´insalata. prima preparo l ´insalata -allora la compro, la lavo e la lascio asciugare. Aggiungo la mozzarella e i pomodori tagliati a pezzi. Metto un po di olio d´oliva, sale e basilico. Poi taglio il polo a pezzi e con un po di olio e senape metto tutto al forno e aspetto qualche minuto. e dopo mangio :D"
"CZECH-IT","survey-message","I246","L057","slk","La mia ricetta preferita sono i creps. Le faccio da farina, le uva, zucchero , latte e olio. Come primo devo battere due uva con lo zucchero dopo devo aggiungere un po di latte dopo aggiungio un po di farina e anche l´olio. Tutto mischio insieme e poco a poco aggiungio latte, farina, l´olio... Mescolo finché l'impasto é fine. Dopo do un po d´olio su padella e arrostisco uno dopo l'altro."
"CZECH-IT","survey-message","I247","L058","slk","Mia ricetta preferitta sono gli spaghetti con morcadella. Allora prendiamo la pentola e dentro diamo l´acqua. Poi lo mettiamo alla cucina a gas o elettricitá, nell´acqua diamo il sale e aspettiamo quando l´acqua stringe, poi mettiamo dentro gli spaghetti e li cuciniamo 12 minuti, nella altra pentola diamo la morcadella a la cuciniamo. Secondo me morcadella é una salsa molto buona. Quando é tutto pronto, lo serviamo con parmigiano. É la ricetta molto facile ma buona."
"CZECH-IT","survey-message","I248","L074","slk","Mettiamo dell'acqua in una pentola, la portiamo al bollimento e poi versiamo le penne. Lasciamo cuocere per circa 10 minuti e quando la pasta è pronta la scoliamo e aggiungiamo olio d'oliva. Per fare il sugo mettiamo in una pentola la passata di pomodoro, aggiungiamo il sale, lo zucchero e le erbe secondo il gusto. Io preferisco il basilico e l'origano. Lasciamo cuocere a fuoco basso. Mangiamo con sopra il parmigiano grattugiato."
"CZECH-IT","survey-message","I249","L016","slk","Compro pasta in negozio con salsa che preferisco come pre esempio pesto. Poi lascio bolire l´aqua. In dentro la pentola do la pasta e aspetto circa 5 - 10 minuti. Quanto e pasta fatta si prepara il pianto dove uso il pasta. Poi uso salsa sulla pasta. Dopo pasta e migiore un caffe con dolce per esemrio la torta frutta oppure i biscotti."
"CZECH-IT","survey-message","I250","L059","slk","La mia ricetta preferita é semplice gli spaghetti con il sugo di pomodori. Io preparo gli spaghetti oppure un altro tipo di pasta. Poi si arrosto il prosciutto nella padella, quando il prosciutto si é diventa piú marone, posso aggiungere un bicchiere di vino bianco e un po di crema. Poi lasciarlo cuocere per 5 minuti. Devo aggiungere la pasta e devo condire e posso mangiare."
"CZECH-IT","survey-message","I251","L071","slk","Il mio cibo preferito é la zuppa di verdura. Ricetta non é molto difficile. Basta avere la verdura congelata che possiamo preparare nella pentola, dobbiamo scongelare questa verdura sull'olio e poi basta aggiungere l'aqua e aspettiamo quando comincia a bollire. Possiamo aggiungere gli gnocchi."
"CZECH-IT","survey-message","I252","L072","slk","Il mio cibo preferito sono spaghetti. La ricetta é facile. Nella pentola diamo l'acqua che deve bollire, poi possiamo aggiungere gli spaghetti qualli cuciniamo circa otto- dieci minuti. Poi possiamo dare nella scodella, dove possiamo versarli con burro. Possiamo mangiarli con ketchup, formaggio."
"CZECH-IT","survey-message","I253","L069","slk","Non sono il cuoco, quindi sarà facile. Conosco una ricetta di una torta. Usiamo una tazza per la misurazione. Abbiamo bisogno: 2 tazze di farina, 1 tazza di zucchero, 1 tazza di latte, metà tazza di olio, 1 uovo, 1 lievito in polvere. Tutto mescoliamo a mettiamo alla placca e al forno. Cuociamo circa 15 minuti."
"CZECH-IT","survey-message","I254","L070","slk","Il mio cibo preferito sono gli spaghetti bolognese e la sua preparazione é semplice. Dobbiamo mettere gli spaghetti alla pentola con l'acqua e cucinarli. Quando sono cucinati scoliamo e mettiamo l'olio d'olive. Poi aggiungeremo la salsa e mescoliamo tutto. Possiamo aggiungere anche formaggio grattugiato."
"CZECH-IT","survey-message","I255","L073","slk","Sto per scrivere una ricetta non tanto popolare in Italia. In Italia a pranzo solitamente si mangia la pasta, invece qui si mangiano le zuppe. La mia zuppa preferita è la zuppa del passato di pomodoro. In una pentola metto un po di olio, un cuchiaio di farina, lo mescolo per farlo omogeneo. Poi ci aggiungo il passato pomodoro, lo mescolo di nuovo, aggiungo acqua, un po di sale e abbastanza tanto zucchero (a piacere), un po di pepe nero e lasciamolo cuocere fino al punto di bollire. Quando è pronta, serviamola e ci mettiamo formaggio grattuggiato. Buon apettito!"
"CZECH-IT","survey-message","I257","L028","slk","Secondo me il rapporto tra l´insegnante e gli alunni é tra i piú complicati. Il limite tra l´amicizia e il distacco varia, é sempre condizionato dal flusso della comunicazione reciproca. L´insegnante, pur essendo aperto e amichevole verso gli studenti, deve soprattutto, volendo o nolendo, raggiungere i suoi obiettivi didattici, dipendenti dalla materia insegnata. Alcune materie e argomenti richiedono piú impegno, in altre si puó essere piú sciolti."
"CZECH-IT","survey-message","I262","L015","slk","Secondo me il problema di oggi e che gli insegnanti sono costretti a fare troppa burrocrazia. Cosi perdono spesso la motivazione di trasmettere l´entusiasmo agli studenti, che e davvero peccato. I studenti hanno bisogno degli insegnanti aperti, che non gli trattano come una banda dei ribelli maleducati, ma che vedono l´individualita di ogni studente, che riescono riconoscere loro talenti e li sostengono. Non abbimo bisogno degli insegnanti - despoti, ma i leader che possiamo seguire."
"CZECH-IT","survey-message","I263","L057","slk","Secondo me sono i migliori professori quelli sono amichevoli perché non ho paura di parlare con loro anche se so che il mio livello del´italiano non é molto bravo. Quando sono pazienti tutto ci spieghano senza problemi. Possiamo chiedere qualcosa. Io personalmente ho piú esperienze dalle lezzioni che sono con i professori con cui possiamo parlare e sono cari."
"CZECH-IT","survey-message","I264","L058","slk","Secondo me un´insegnante dovrebbe comportarsi piú come un amico e dovrebbe avere buon rapporto con gli studenti, perché poi le lezioni sono divertente e sono felici tutti. Ma quando é un´insegnante freddo e distaccato non é molto buono, non é buono per nessuno e gli studenti non hanno voglia di andare a scuola."
"CZECH-IT","survey-message","I265","L074","slk","L'insegnante è una persona che non dovrebbe solo insegnare una materia ma anche guidare gli alunni per trovare i loro punti forti. Il rapporto tra insegnante e alunno non dovrebbe mancare di rispetto ma neanche essere troppo distaccato. Ci vuole un'equilibrio come in tutto. Lo studente dovrebbe sentirsi rilassato con l'insegnante."
"CZECH-IT","survey-message","I266","L016","slk","Mia prima esperienza e contatto di Italiano sono stato molto intenteressante perche quando il professore arriva sul lezione porta anche carte. Nessuno in classe sonocse lingua l´italiano mai. E professore noi da il carte e tutti inizio scrivere l´eseme. Queto léssame non era molto difficile perche perole era tipo come gli spagetti, pasta ect. .... practicamente parole che consono tutti persone il mondo."
"CZECH-IT","survey-message","I267","L059","slk","Secondo me l´insegnante dovrebbe essere un po come un amico, poi divertente e anche con grande pazienza. Non mi piace quando é freddo."
"CZECH-IT","survey-message","I268","L071","slk","Secondo me questo rapporto dovrebbe essere basato sulla amicizia ma anche soprattutto nel rispetto tra insegnante e alunno. Mi piaciono insegnanti che sono piú come amici perché quando qualcuno si comporta nella maniera fredda, poi io non sono capace ascoltarlo perché queste ore con quelli insegnanti non mi piaciono."
"CZECH-IT","survey-message","I269","L072","slk","Secondo me, rapporto tra l'insegnante e alunno dovrebbe essere bassato sul rispetto, ma anche e molto importante approccio amichevole. Penso, che l'insegnante dovrebbe comportarsi piú come amico, perché con questo approccio si accattiva piú presto lo studente."
"CZECH-IT","survey-message","I270","L069","slk","Secondo me l'insegnante dovrebbe comportarsi più come un amico, ma anche dovrebbe avere il rispetto - in questo modo può portare la motivazione buona per studiare per il studente anche per linsegnante."
"CZECH-IT","survey-message","I271","L070","slk","Secondo me rapporto tra insegnante e alunno sarebbe basato sulla amicizia. É buono quando insegnante aiuta all'alunno e non é solo il rapporto formale. Io ho avuto sempre una esperienza positiva e ho incontrato con gli insegnanti che erano sempre amichevoli e pronti ad aiutarmi."
"CZECH-IT","survey-message","I272","L073","slk","Dipende molto dall'insegnante, è individuale. Io preferisco l'approccio personale tra le persone, anche quando si tratta dei rapporti tra gli insegnanti e gli studenti. Poi, per me è molto importante la lezione farla interattiva, così è più divertente e mi sento più utile che solo ascoltare."
"CZECH-IT","text-message","I283","L049","slk","Arrivo a tempo!"
"CZECH-IT","text-message","I284","L061","slk","mi dispiace, già sono nella Slovacchia 😉 alla prossima  😉 buona giornata a te !"
"CZECH-IT","survey-message","I300","L037","slk","La passione per le lingue straniere. Voglia di studiare l´italiano a profondo."
"CZECH-IT","survey-message","I301","L037","slk","Il mio cibo preferito sono spaghetti olio all´oglio. I spaghetti crudi metiamo a pentola con l´acqua bolente. Mettiamo olio, aglio a lasciamo a fuoco per 7 minuti."
"CZECH-IT","survey-message","I302","L037","slk","Preferirei piú lezioni. L´argomenti trattati utili per la vita. Le cose teoretiche applicare in pratica."
"CZECH-IT","survey-message","I303","L035","slk","perché ho studiato l'italiano alla scuola secondaria, mi sono decisa di continuare negli studi all' universtia. Amo l' Italia la loro cultura, cucina e la gente italiana"
"CZECH-IT","survey-message","I304","L035","slk","Non ho nessuna ricetta preferita perché non mi piace cucinare. Pero mi piacciono le crepes con la marmelata dove si mette la farina, lo zucchero, il latté e tutto si mescola insieme e fa nella padella."
"CZECH-IT","survey-message","I305","L035","slk","Io penso che c' e dovrebbe essere il raporto amichevole tra lo studente e il professore. Il proff. dovrebbe comunicare con i suoi studenti - dei loro problemi, le gioie, amici, della famiglia."
"CZECH-IT","survey-message","I306","L036","slk","Non so quali sono stati le mie motivazioni ma mi piace la cultura italiana"
"CZECH-IT","survey-message","I307","L036","slk","La mia ricetta preferita sono gli gnochi con il formaggio."
"CZECH-IT","survey-message","I308","L036","slk","Secondo me l´insegnante sarebbe stato piu come amico ma nello steso modo avere il respetto."
